1.3164,-0.52752,-1.2166,1.0857,-0.88426,-0.85343,-1.2664,1.2941,-0.70686,-1.2529,-1.2927,-0.79077,0.51382,-1.3607,-0.65597,0.94209,1.173,1.1706,0.69873,0.50747,-1.2775,-0.62234,-0.67793,1.1744
1.3176,-0.42762,-1.2237,1.074,-0.84689,-0.84287,-1.1601,1.3504,-0.70497,-1.2272,-1.2552,-0.73074,0.40936,-1.3374,-0.62425,0.93689,1.1228,1.1616,0.72885,0.40907,-1.2145,-0.71696,-0.70677,1.192
1.3158,-0.42018,-1.2765,1.0188,-0.87383,-0.83364,-1.1886,1.3434,-0.60833,-1.2868,-1.2538,-0.78178,0.47364,-1.4115,-0.59705,0.89047,1.1342,1.1688,0.70158,0.44403,-1.2425,-0.66938,-0.63961,1.1698
1.3271,-0.5303,-1.2783,1.079,-0.83773,-0.87193,-1.2522,1.3559,-0.71321,-1.2446,-1.2318,-0.75809,0.4441,-1.3611,-0.60143,0.94885,1.174,1.1727,0.65118,0.55921,-1.2537,-0.63166,-0.67635,1.2037
1.3199,-0.41722,-1.2527,1.0639,-0.86358,-0.83809,-1.2161,1.3012,-0.71222,-1.3262,-1.2607,-0.77808,0.46957,-1.2892,-0.66918,0.88366,1.1381,1.1346,0.7027,0.49893,-1.2302,-0.67047,-0.67957,1.1641
1.3151,-0.47096,-1.2666,1.0666,-0.88395,-0.84274,-1.2624,1.3141,-0.6505,-1.2686,-1.1884,-0.75786,0.46474,-1.3342,-0.65477,0.98188,1.1026,1.0622,0.68996,0.39386,-1.2038,-0.64819,-0.69931,1.1645
1.2853,-0.433,-1.2623,0.98736,-0.87533,-0.82274,-1.2556,1.3484,-0.63056,-1.2171,-1.204,-0.79224,0.42813,-1.3324,-0.66192,0.96253,1.1822,1.0901,0.72593,0.4967,-1.2424,-0.66245,-0.63309,1.1865
1.2648,-0.46739,-1.229,1.0403,-0.89136,-0.87499,-1.2362,1.3348,-0.69062,-1.2859,-1.2573,-0.78607,0.45375,-1.3051,-0.6407,0.95235,1.1404,1.1394,0.68252,0.47931,-1.2545,-0.61671,-0.64063,1.211
1.3131,-0.4922,-1.2793,1.0628,-0.87485,-0.89412,-1.2647,1.3777,-0.67593,-1.2632,-1.2036,-0.83873,0.50149,-1.4007,-0.62203,0.88517,1.1189,1.0545,0.70081,0.43809,-1.2001,-0.66452,-0.6763,1.1661
1.3384,-0.47486,-1.2095,1.0358,-0.88407,-0.86807,-1.2689,1.3509,-0.71621,-1.2741,-1.2501,-0.78583,0.47391,-1.3576,-0.61966,0.94954,1.0732,1.1331,0.64912,0.50508,-1.2052,-0.63073,-0.7304,1.2148
1.3238,-0.51796,-1.302,1.249,-0.54121,-0.44463,-0.83224,1.4326,-1.2447,-1.447,-1.3682,0.2101,0.41173,-1.2498,-0.51419,0.74675,1.333,1.2856,1.1232,-0.26832,-0.67538,0.20538,0.33391,1.3734
1.3521,-0.61119,-1.3308,1.1848,-0.49319,-0.39861,-0.83826,1.395,-1.2302,-1.3986,-1.349,0.25737,0.51308,-1.3261,-0.43837,0.7135,1.3314,1.3319,1.0888,-0.2425,-0.71342,0.25469,0.28192,1.3618
1.3655,-0.59161,-1.3392,1.2601,-0.54419,-0.37809,-0.8157,1.397,-1.2141,-1.3922,-1.3176,0.26291,0.45434,-1.2732,-0.4655,0.75422,1.3381,1.4035,1.149,-0.22964,-0.7496,0.20555,0.27551,1.4012
1.3835,-0.54253,-1.3337,1.2102,-0.5167,-0.44043,-0.80375,1.4062,-1.2181,-1.3713,-1.3802,0.23703,0.45684,-1.3392,-0.44191,0.68735,1.3287,1.3735,1.1322,-0.20926,-0.7181,0.26253,0.27814,1.3676
1.3659,-0.51567,-1.3367,1.2233,-0.49179,-0.44719,-0.84475,1.3921,-1.2387,-1.3997,-1.3401,0.29709,0.4631,-1.2652,-0.38727,0.6827,1.3159,1.3367,1.1103,-0.21288,-0.70234,0.2602,0.34058,1.4322
1.334,-0.56824,-1.3352,1.1816,-0.53881,-0.42492,-0.89784,1.3771,-1.2159,-1.4019,-1.3394,0.237,0.42014,-1.2618,-0.44501,0.71862,1.2838,1.3513,1.0729,-0.19521,-0.6686,0.24354,0.30477,1.4442
1.3172,-0.50785,-1.3651,1.3201,-0.51654,-0.36204,-0.85455,1.3647,-1.2305,-1.4257,-1.3696,0.22515,0.44754,-1.2987,-0.50735,0.73651,1.3174,1.3427,1.1579,-0.21535,-0.75142,0.17583,0.21296,1.4095
1.3625,-0.59555,-1.3486,1.2061,-0.52175,-0.3741,-0.84251,1.4208,-1.2288,-1.3615,-1.3677,0.25966,0.44196,-1.2643,-0.39079,0.7305,1.3643,1.3347,1.0679,-0.17628,-0.73852,0.18336,0.28043,1.4095
1.3323,-0.56183,-1.3851,1.2401,-0.56573,-0.36874,-0.78023,1.3852,-1.2152,-1.3456,-1.3506,0.26043,0.42065,-1.3331,-0.45068,0.69685,1.3158,1.359,1.1439,-0.18373,-0.69447,0.20905,0.30641,1.3619
1.3537,-0.62632,-1.3241,1.2064,-0.53039,-0.41984,-0.81875,1.3457,-1.2422,-1.3493,-1.3972,0.20969,0.4915,-1.3026,-0.37506,0.71706,1.3227,1.3761,1.1863,-0.18517,-0.73984,0.19837,0.31642,1.4256
1.3283,-0.73261,-1.4089,1.3732,0.17046,0.42802,0.036577,0.7779,-1.3023,-0.51789,-0.25295,1.4398,0.47301,-1.2573,-0.10022,0.26728,1.382,1.3637,1.3842,-1.1134,0.53518,1.3298,1.4389,0.13703
1.3753,-0.74142,-1.4221,1.4413,0.13622,0.4358,0.072446,0.85678,-1.3151,-0.50737,-0.25674,1.4338,0.45169,-1.2135,-0.096713,0.23996,1.3377,1.3479,1.4557,-1.1083,0.60276,1.3136,1.3717,0.20475
1.3554,-0.76444,-1.4214,1.4179,0.18582,0.40377,0.068906,0.83958,-1.3362,-0.56889,-0.25614,1.3837,0.39603,-1.193,-0.13045,0.28433,1.3822,1.3286,1.412,-1.1687,0.54656,1.3532,1.4228,0.17273
1.3613,-0.75722,-1.3441,1.3992,0.14005,0.37726,0.097102,0.76355,-1.2957,-0.48973,-0.21139,1.3586,0.40061,-1.2021,-0.13859,0.24066,1.3626,1.3707,1.3802,-1.2043,0.57211,1.3144,1.3434,0.10588
1.3263,-0.75487,-1.4092,1.3795,0.10591,0.40567,0.10857,0.77414,-1.2955,-0.5089,-0.32277,1.3872,0.41949,-1.1804,-0.1296,0.29192,1.4297,1.3877,1.3749,-1.1584,0.56063,1.3364,1.3871,0.13347
1.3658,-0.76677,-1.3659,1.3895,0.1256,0.41539,0.078635,0.80928,-1.3137,-0.51133,-0.2744,1.4688,0.45165,-1.2285,-0.12848,0.23685,1.4075,1.3243,1.4567,-1.1582,0.59543,1.2799,1.367,0.148
1.3152,-0.77376,-1.3996,1.3355,0.16325,0.39536,0.089848,0.80161,-1.2697,-0.43935,-0.31268,1.371,0.4468,-1.2279,-0.13547,0.21171,1.4127,1.3185,1.3828,-1.195,0.5263,1.3492,1.4205,0.21213
1.3778,-0.75122,-1.4038,1.4019,0.10597,0.41817,0.097236,0.83313,-1.2976,-0.45345,-0.30588,1.3868,0.38127,-1.2094,-0.14769,0.21446,1.3546,1.3359,1.4378,-1.1716,0.52444,1.3586,1.4257,0.17101
1.3872,-0.71277,-1.3843,1.4256,0.11692,0.33326,0.096263,0.83121,-1.2884,-0.53626,-0.21071,1.4014,0.40598,-1.2226,-0.099604,0.22919,1.4247,1.3669,1.4659,-1.1612,0.47574,1.3326,1.3625,0.15808
1.3221,-0.72384,-1.427,1.3858,0.19809,0.42518,0.076841,0.84274,-1.3634,-0.43425,-0.26596,1.4319,0.41588,-1.2604,-0.1602,0.21274,1.3979,1.4105,1.4129,-1.1406,0.51568,1.2573,1.4227,0.18178
1.3927,-0.9741,-1.3898,1.2856,0.96583,1.236,1.1971,-0.70226,0.20127,1.2912,1.3804,-0.19097,0.27903,-1.0377,0.35842,-0.44779,1.0617,0.69172,0.81816,-1.2309,1.4006,0.59675,0.18788,-1.3619
1.3656,-0.96759,-1.3556,1.3903,0.96365,1.2557,1.1552,-0.69407,0.21881,1.285,1.3726,-0.19064,0.39561,-0.99981,0.32842,-0.40771,1.0169,0.65611,0.70236,-1.1913,1.382,0.64522,0.14604,-1.356
1.4229,-0.91972,-1.3262,1.3306,0.93066,1.3115,1.2256,-0.65569,0.14776,1.28,1.3857,-0.13268,0.37666,-1.0668,0.44221,-0.4141,1.0416,0.65076,0.75546,-1.1859,1.3939,0.59922,0.21783,-1.4345
1.3628,-0.978,-1.4029,1.3274,0.95918,1.2619,1.2015,-0.74,0.08782,1.2366,1.3831,-0.055128,0.37802,-1.0484,0.32375,-0.4607,0.9584,0.65102,0.78952,-1.2271,1.3716,0.62899,0.17745,-1.3753
1.3614,-0.97324,-1.3762,1.3696,0.99404,1.2865,1.1966,-0.72747,0.19302,1.2395,1.4237,-0.15254,0.38278,-0.99517,0.34324,-0.38726,1.042,0.67886,0.69084,-1.2448,1.4191,0.59877,0.18294,-1.3853
1.3236,-0.94232,-1.3932,1.3266,0.94604,1.2602,1.1949,-0.65195,0.15512,1.2568,1.4756,-0.22252,0.38188,-0.99974,0.38266,-0.47159,1.0368,0.69084,0.73271,-1.2446,1.4127,0.61743,0.21625,-1.4083
1.4046,-1.021,-1.3236,1.2929,0.95738,1.3226,1.1518,-0.70547,0.19878,1.2577,1.416,-0.1514,0.32627,-1.0718,0.37751,-0.4169,0.96101,0.6241,0.73487,-1.2386,1.347,0.64514,0.21421,-1.3926
1.4002,-0.97541,-1.3391,1.3579,1.0532,1.2131,1.1994,-0.6709,0.12796,1.2097,1.4277,-0.10009,0.33752,-1.0129,0.28237,-0.45542,1.0821,0.61733,0.75183,-1.1537,1.4398,0.60443,0.18922,-1.4021
1.3849,-0.97746,-1.4127,1.3168,0.97508,1.2198,1.1572,-0.72433,0.13969,1.2369,1.4045,-0.16235,0.34191,-1.0906,0.3556,-0.38131,0.96982,0.59445,0.77514,-1.1868,1.3517,0.62916,0.18715,-1.4661
1.3815,-0.98886,-1.4289,1.3054,0.94059,1.2669,1.2098,-0.71386,0.13547,1.2659,1.3731,-0.10064,0.30353,-1.0236,0.30703,-0.45001,1.0919,0.62829,0.76996,-1.1687,1.3556,0.68365,0.15128,-1.3928
1.3701,-1.2282,-1.0911,0.80123,1.3852,1.1455,1.0595,-1.2601,1.3487,0.25837,-0.56202,-0.91641,0.22271,-0.78717,0.872,-1.1651,-0.040198,-0.7937,-0.91284,0.57741,-0.26426,-1.3794,-1.2219,0.99013
1.4624,-1.1849,-1.0968,0.85607,1.4075,1.2047,1.0573,-1.3042,1.3768,0.17133,-0.48053,-0.91336,0.25545,-0.76157,0.90276,-1.1082,-0.026522,-0.77267,-0.9113,0.59439,-0.31805,-1.4034,-1.3235,1.0222
1.3778,-1.2382,-1.025,0.80552,1.4048,1.1855,1.1461,-1.2927,1.3526,0.2276,-0.53965,-0.96548,0.24694,-0.79433,0.93558,-1.1246,-0.1223,-0.73431,-0.90052,0.58241,-0.2617,-1.4219,-1.2725,1.0248
1.4174,-1.1686,-1.0829,0.88356,1.4224,1.2602,1.063,-1.3271,1.3932,0.174,-0.52598,-0.93827,0.27181,-0.79433,0.88597,-1.1464,-0.045362,-0.74421,-0.9228,0.57508,-0.29585,-1.3684,-1.2844,1.0528
1.4411,-1.2385,-1.0526,0.849,1.4176,1.2075,1.097,-1.2797,1.4507,0.15358,-0.59485,-0.91952,0.3033,-0.74747,0.88767,-1.1889,-0.043306,-0.73301,-0.85391,0.56369,-0.28799,-1.3925,-1.3032,1.0364
1.414,-1.1586,-1.0657,0.84747,1.3974,1.2103,1.0493,-1.2865,1.4033,0.15352,-0.57325,-0.99302,0.23372,-0.73071,0.88631,-1.1815,-0.071118,-0.79025,-0.93968,0.60095,-0.27515,-1.3981,-1.3078,1.0551
1.3596,-1.2117,-1.1233,0.81738,1.3684,1.1809,1.0857,-1.2551,1.4362,0.22225,-0.52519,-0.99191,0.28225,-0.71776,0.9188,-1.0887,-0.090539,-0.76635,-0.96861,0.58501,-0.26281,-1.385,-1.3221,1.0025
1.3585,-1.1712,-1.0617,0.85517,1.4547,1.227,1.0456,-1.3095,1.3545,0.17153,-0.57388,-0.92055,0.35006,-0.74829,0.92147,-1.1387,-0.077325,-0.76807,-0.90789,0.54289,-0.24321,-1.3275,-1.3232,1.0815
1.4107,-1.2109,-1.0957,0.78361,1.4124,1.212,1.0489,-1.3105,1.3378,0.22854,-0.61054,-0.96584,0.3254,-0.7608,0.95229,-1.1574,-0.15049,-0.75291,-0.89334,0.62007,-0.33487,-1.4074,-1.2998,1.0732
1.3826,-1.2304,-1.1035,0.86428,1.4307,1.2484,1.0643,-1.3525,1.3433,0.19553,-0.58516,-1.0327,0.2888,-0.77623,0.86787,-1.1738,-0.093208,-0.71886,-0.97723,0.60886,-0.26186,-1.3838,-1.3684,1.1057
1.389,-1.3622,-0.45435,-0.19846,0.65367,-0.34168,-0.87474,0.83298,-0.83447,-1.1281,-0.22987,1.2755,0.19979,-0.39362,1.3234,-1.3268,-1.2406,-1.3601,-1.1126,1.1683,-1.1151,0.83811,1.4078,-0.65219
1.3578,-1.3692,-0.46599,-0.15158,0.65079,-0.40644,-0.83575,0.83848,-0.85691,-1.1324,-0.22554,1.2505,0.20495,-0.3515,1.3403,-1.4375,-1.2199,-1.356,-1.122,1.1868,-1.1381,0.88749,1.3316,-0.58171
1.3873,-1.3825,-0.52172,-0.11881,0.69998,-0.39375,-0.85405,0.88821,-0.88656,-1.2176,-0.25141,1.217,0.24246,-0.35445,1.2618,-1.3979,-1.3211,-1.3593,-1.1043,1.1479,-1.1299,0.77444,1.3961,-0.7169
1.3906,-1.3672,-0.51164,-0.12603,0.60252,-0.37091,-0.87992,0.84732,-0.84724,-1.1605,-0.2264,1.2106,0.21305,-0.32639,1.3548,-1.361,-1.2285,-1.2979,-1.1246,1.1377,-1.0435,0.78548,1.4641,-0.72143
1.37,-1.3569,-0.59745,-0.10561,0.64528,-0.33836,-0.84952,0.84591,-0.86471,-1.119,-0.28671,1.2236,0.13925,-0.32461,1.3013,-1.3906,-1.2487,-1.3579,-1.1281,1.0925,-1.1293,0.82762,1.3899,-0.74806
1.3877,-1.3877,-0.461,-0.16875,0.60441,-0.36839,-0.84359,0.90935,-0.84553,-1.1991,-0.2793,1.2294,0.19599,-0.381,1.3462,-1.3961,-1.3073,-1.3702,-1.1564,1.1132,-1.103,0.79394,1.366,-0.68718
1.4268,-1.3899,-0.51877,-0.128,0.68018,-0.40085,-0.89719,0.7711,-0.89682,-1.1551,-0.25136,1.2799,0.17671,-0.33371,1.2836,-1.3819,-1.2228,-1.3377,-1.0935,1.1135,-1.1037,0.78612,1.4316,-0.65561
1.4266,-1.3657,-0.51258,-0.16722,0.67891,-0.35174,-0.84104,0.85463,-0.86849,-1.1261,-0.21277,1.2607,0.16872,-0.37803,1.3442,-1.4112,-1.183,-1.3855,-1.0901,1.1273,-1.0886,0.85454,1.3459,-0.64811
1.4271,-1.3939,-0.48216,-0.14695,0.66977,-0.41215,-0.87774,0.83656,-0.87485,-1.1584,-0.22277,1.2954,0.16569,-0.34529,1.3509,-1.3979,-1.2439,-1.3787,-1.1554,1.1497,-1.0746,0.85521,1.444,-0.64631
1.3827,-1.3933,-0.4956,-0.1122,0.66051,-0.39196,-0.85151,0.87574,-0.83367,-1.1988,-0.25559,1.2206,0.19868,-0.34878,1.2947,-1.4177,-1.2427,-1.3108,-1.1153,1.1259,-1.107,0.78161,1.4227,-0.68987
1.3835,-1.4141,0.41126,-1.189,-0.90759,-1.3681,-0.90743,0.5658,-0.11057,1.3297,0.39356,-1.1436,0.094243,0.13615,1.3416,-0.77392,-1.0445,0.32643,1.0916,-1.3322,1.4317,-0.35544,-1.3727,0.88682
1.4512,-1.3734,0.34542,-1.1578,-0.93232,-1.4136,-0.85784,0.50731,-0.14157,1.3714,0.38014,-1.0647,0.091569,0.071063,1.3463,-0.73232,-1.0507,0.27362,1.1047,-1.3237,1.4371,-0.2404,-1.3816,0.92804
1.408,-1.3761,0.4165,-1.1647,-0.94673,-1.4003,-0.91156,0.51765,-0.15273,1.3632,0.38295,-1.1009,0.10726,0.18938,1.327,-0.76531,-1.0255,0.29365,1.1365,-1.3275,1.4684,-0.30328,-1.3366,0.91406
1.3844,-1.4012,0.37848,-1.1833,-0.98953,-1.3816,-0.92212,0.56299,-0.119,1.4488,0.30452,-1.1296,0.14189,0.1588,1.4006,-0.663,-1.0743,0.27175,1.0884,-1.2937,1.4099,-0.26568,-1.3863,0.84125
1.4118,-1.3759,0.41384,-1.1884,-1.0027,-1.349,-0.8944,0.54464,-0.16818,1.3733,0.38567,-1.1146,0.085092,0.15965,1.4036,-0.79931,-1.0523,0.28714,1.0924,-1.3024,1.4289,-0.25118,-1.3159,0.80276
1.3913,-1.3856,0.4109,-1.1545,-0.92368,-1.3393,-0.89911,0.50895,-0.16326,1.4097,0.37659,-1.1469,0.064291,0.14349,1.3626,-0.78509,-1.0316,0.34807,1.0917,-1.2701,1.443,-0.30972,-1.3886,0.90032
1.4569,-1.3914,0.35635,-1.2636,-0.95659,-1.3707,-0.87832,0.51416,-0.11109,1.3867,0.40549,-1.0905,0.069319,0.15618,1.3701,-0.76661,-1.001,0.20652,1.0775,-1.3637,1.3929,-0.27144,-1.426,0.8799
1.4187,-1.3211,0.38983,-1.2256,-0.9605,-1.4006,-0.8764,0.53096,-0.11921,1.3826,0.35113,-1.1284,0.10679,0.20443,1.4364,-0.79509,-1.0387,0.2891,1.1313,-1.3084,1.3698,-0.26039,-1.3695,0.87105
1.3835,-1.3995,0.35315,-1.1842,-0.98002,-1.3705,-0.91662,0.59587,-0.12807,1.4046,0.35334,-1.0937,0.14905,0.10038,1.341,-0.77615,-1.0871,0.33801,1.0824,-1.2809,1.3993,-0.26671,-1.3194,0.86718
1.4152,-1.3885,0.37216,-1.1514,-1.0052,-1.3981,-0.82746,0.5138,-0.10461,1.4111,0.44543,-1.0546,0.091632,0.17739,1.3492,-0.74105,-1.0659,0.30547,1.0952,-1.3359,1.4411,-0.33878,-1.3018,0.92683
1.372,-1.1369,1.1557,-1.2645,-1.1501,0.49462,1.3798,-1.2651,0.68597,-1.4044,0.11791,0.3032,-0.015933,0.72056,0.72926,0.6623,0.76608,1.3551,0.29245,0.63729,-1.2795,0.29647,1.409,-1.4244
1.4255,-1.1586,1.2338,-1.2926,-1.2045,0.47649,1.3623,-1.2438,0.68531,-1.4054,0.098166,0.28956,-0.070145,0.69897,0.7896,0.62252,0.80868,1.3201,0.27556,0.63794,-1.2848,0.25826,1.3484,-1.3276
1.3894,-1.1977,1.1844,-1.2383,-1.1769,0.53297,1.4417,-1.2568,0.61225,-1.4228,0.16921,0.2891,-0.022176,0.73354,0.81578,0.63739,0.83993,1.3511,0.23091,0.61049,-1.2634,0.33678,1.3856,-1.3661
1.4099,-1.192,1.1979,-1.252,-1.0942,0.53893,1.364,-1.2861,0.66706,-1.4521,0.16274,0.29306,0.0095455,0.7544,0.77924,0.69281,0.80427,1.2687,0.26352,0.53938,-1.2697,0.32553,1.4189,-1.3713
1.3427,-1.1898,1.1908,-1.2878,-1.1445,0.56728,1.3758,-1.2853,0.66298,-1.4176,0.12209,0.31791,-0.010572,0.7231,0.74381,0.61381,0.7707,1.2726,0.23203,0.62045,-1.2306,0.28457,1.4107,-1.3517
1.3798,-1.1778,1.1867,-1.278,-1.1194,0.52592,1.3633,-1.2778,0.63341,-1.3899,0.074973,0.28084,-0.031924,0.71789,0.76121,0.6559,0.76342,1.2934,0.25879,0.5563,-1.2487,0.33566,1.4245,-1.3744
1.3956,-1.2042,1.1758,-1.2994,-1.192,0.52019,1.4063,-1.3067,0.63321,-1.3974,0.19691,0.33279,-0.090829,0.78965,0.77845,0.65286,0.77939,1.3312,0.28179,0.63751,-1.2182,0.33834,1.4094,-1.4191
1.4626,-1.1659,1.12,-1.2999,-1.1314,0.49197,1.3952,-1.2688,0.6356,-1.3884,0.15279,0.28057,-0.04335,0.70702,0.72888,0.65173,0.78273,1.2788,0.21392,0.64763,-1.2488,0.34249,1.426,-1.4166
1.4325,-1.194,1.1941,-1.2637,-1.1744,0.47694,1.3843,-1.2707,0.70353,-1.4027,0.088234,0.33641,0.029488,0.71792,0.80444,0.58487,0.8294,1.2927,0.2344,0.60917,-1.3127,0.30137,1.4383,-1.4215
1.4483,-1.2062,1.2362,-1.2417,-1.1598,0.52103,1.454,-1.3083,0.60254,-1.3808,0.062671,0.28061,-0.012331,0.69945,0.75017,0.63856,0.80953,1.2933,0.18141,0.6565,-1.2512,0.35816,1.3983,-1.4238
1.3897,-0.72271,1.3557,0.049751,0.80877,1.0391,-0.8564,1.4688,-0.62888,1.1334,-1.0532,1.1215,-0.22046,1.2293,-0.29286,1.4622,1.1691,-0.99423,-1.1553,-0.11162,1.2627,-0.88111,-0.8514,0.74693
1.3922,-0.73975,1.3824,0.045322,0.85032,1.0523,-0.81597,1.3515,-0.65287,1.1547,-1.0988,1.1386,-0.13206,1.2081,-0.32829,1.4034,1.1179,-1.011,-1.215,-0.074098,1.2629,-0.81234,-0.87423,0.76464
1.368,-0.74855,1.3601,0.086699,0.79761,0.97306,-0.80586,1.3784,-0.61157,1.1421,-1.1371,1.1704,-0.22433,1.2036,-0.34372,1.4255,1.0742,-0.94699,-1.135,-0.18345,1.2365,-0.85175,-0.89843,0.82917
1.373,-0.73996,1.3395,0.045736,0.86083,0.91466,-0.86842,1.3783,-0.72063,1.0997,-1.1291,1.1732,-0.13638,1.1902,-0.33078,1.3612,1.1397,-0.94262,-1.1781,-0.14385,1.2318,-0.82183,-0.88989,0.80772
1.4123,-0.74788,1.4373,0.12132,0.80816,1.0276,-0.89668,1.4294,-0.65949,1.1415,-1.1407,1.1724,-0.18725,1.237,-0.32908,1.4465,1.1386,-0.96897,-1.1861,-0.14059,1.2665,-0.83055,-0.86882,0.82708
1.4333,-0.76504,1.4068,0.078151,0.78948,1.0231,-0.75952,1.3704,-0.7325,1.1146,-1.1327,1.1908,-0.17157,1.2103,-0.34919,1.4718,1.1404,-0.9596,-1.189,-0.076688,1.2834,-0.86619,-0.84853,0.81012
1.3957,-0.77324,1.3276,0.084808,0.82513,1.03,-0.79427,1.3957,-0.65797,1.1127,-1.0167,1.1824,-0.1661,1.1115,-0.33227,1.3789,1.1469,-0.96894,-1.1482,-0.091282,1.218,-0.85434,-0.89266,0.78806
1.4328,-0.74968,1.385,0.052671,0.82438,0.99521,-0.83674,1.2873,-0.68641,1.14,-1.1162,1.1791,-0.15582,1.2116,-0.35139,1.3996,1.1556,-0.9729,-1.1265,-0.11897,1.2575,-0.80381,-0.87728,0.80133
1.3955,-0.74259,1.3571,0.099553,0.83013,0.98774,-0.75151,1.4068,-0.70627,1.109,-1.1208,1.1803,-0.18157,1.1494,-0.31936,1.3703,1.1257,-0.97557,-1.1614,-0.13312,1.2159,-0.81872,-0.83559,0.77058
1.4671,-0.7823,1.3512,0.06468,0.79511,1.0857,-0.8546,1.4387,-0.68103,1.0868,-1.0873,1.1513,-0.15672,1.1785,-0.35536,1.3592,1.1354,-0.97622,-1.1709,-0.091159,1.2457,-0.8563,-0.81313,0.79957
1.4256,0.025875,0.54979,1.3257,0.90653,-1.3943,0.14948,-1.4345,0.25339,-0.10858,1.0769,-0.60596,-0.30517,1.4029,-1.285,0.26426,-1.0833,-0.25197,1.3708,-0.038773,-1.38,1.4688,-0.85231,1.2817
1.3627,0.023037,0.54926,1.3624,0.89818,-1.3833,0.17099,-1.4098,0.23004,-0.13999,1.1481,-0.65525,-0.28263,1.3773,-1.3628,0.28863,-1.1319,-0.26586,1.3932,0.030902,-1.3596,1.4058,-0.81993,1.2604
1.4256,-0.05612,0.56566,1.374,0.93788,-1.3955,0.15657,-1.4148,0.18291,-0.061375,1.1047,-0.7005,-0.33484,1.455,-1.3034,0.28459,-1.0676,-0.25043,1.4315,0.076171,-1.409,1.4278,-0.81038,1.2947
1.4174,0.035451,0.57156,1.3238,0.97485,-1.3399,0.19503,-1.4278,0.20346,-0.15947,1.1382,-0.69206,-0.29806,1.4401,-1.2687,0.25219,-1.0019,-0.28191,1.4538,0.027543,-1.4211,1.4313,-0.82837,1.2775
1.424,-0.013723,0.58602,1.3788,0.9476,-1.4147,0.13995,-1.4078,0.22792,-0.14006,1.1502,-0.66129,-0.30287,1.3956,-1.274,0.26167,-1.0205,-0.24187,1.3906,0.047017,-1.3344,1.4393,-0.81552,1.2969
1.4373,-0.055453,0.61232,1.4038,0.96333,-1.3721,0.13313,-1.4004,0.29754,-0.053596,1.1896,-0.62536,-0.28594,1.3942,-1.2387,0.31501,-1.0479,-0.26101,1.4435,-0.0037212,-1.3743,1.431,-0.82765,1.1979
1.4112,-0.039135,0.52297,1.4067,0.92723,-1.4061,0.1402,-1.4163,0.23414,-0.089233,1.1852,-0.64315,-0.27028,1.4313,-1.2949,0.29948,-1.0172,-0.22512,1.4183,-0.0011054,-1.4354,1.3812,-0.80969,1.2276
