X,Y,probability
623500,4420500,0.8
623500,4421000,0.8
623500,4421500,0.8
623500,4422000,0.8
623500,4422500,0.8
623500,4423000,0.7
623500,4423500,0.7
623500,4424000,0.7
623500,4424500,0.7
623500,4425000,0.7
623500,4425500,0.6
623500,4426000,0.6
623500,4426500,0.6
623500,4427000,0.6
623500,4427500,0.5
623500,4428000,0.5
623500,4428500,0.5
623500,4429000,0.4
623500,4429500,0.4
623500,4430000,0.4
623500,4430500,0.3
623500,4431000,0.3
623500,4431500,0.3
623500,4432000,0.2
623500,4432500,0.2
623500,4433000,0.1
623500,4433500,0.1
623500,4434000,0.1
623500,4434500,0.1
623500,4435000,0.1
623500,4435500,0.2
623500,4436000,0.2
623500,4436500,0.2
623500,4437000,0.3
623500,4437500,0.3
623500,4438000,0.3
623500,4438500,0.3
623500,4439000,0.4
623500,4439500,0.4
623500,4440000,0.4
623500,4440500,0.5
623500,4441000,0.5
623500,4441500,0.5
623500,4442000,0.6
623500,4442500,0.6
623500,4443000,0.6
623500,4443500,0.7
623500,4444000,0.7
623500,4444500,0.7
623500,4445000,0.8
623500,4445500,0.8
623500,4446000,0.8
623500,4446500,0.8
623500,4447000,0.9
623500,4447500,0.9
623500,4448000,0.9
623500,4448500,0.9
623500,4449000,0.9
623500,4449500,0.9
623500,4450000,0.9
623500,4450500,0
624000,4413000,0
624000,4413500,0
624000,4414000,0
624000,4414500,0
624000,4415000,0
624000,4415500,0
624000,4416000,0
624000,4416500,0
624000,4417000,0.9
624000,4417500,0.9
624000,4418000,0.9
624000,4418500,0.9
624000,4419000,0.9
624000,4419500,0.9
624000,4420000,0.9
624000,4420500,0.9
624000,4421000,0.8
624000,4421500,0.8
624000,4422000,0.8
624000,4422500,0.8
624000,4423000,0.8
624000,4423500,0.8
624000,4424000,0.7
624000,4424500,0.7
624000,4425000,0.7
624000,4425500,0.7
624000,4426000,0.6
624000,4426500,0.6
624000,4427000,0.6
624000,4427500,0.6
624000,4428000,0.5
624000,4428500,0.5
624000,4429000,0.5
624000,4429500,0.4
624000,4430000,0.4
624000,4430500,0.4
624000,4431000,0.3
624000,4431500,0.3
624000,4432000,0.3
624000,4432500,0.2
624000,4433000,0.2
624000,4433500,0.2
624000,4434000,0.1
624000,4434500,0.1
624000,4435000,0.1
624000,4435500,0.1
624000,4436000,0.2
624000,4436500,0.2
624000,4437000,0.2
624000,4437500,0.2
624000,4438000,0.3
624000,4438500,0.3
624000,4439000,0.3
624000,4439500,0.4
624000,4440000,0.4
624000,4440500,0.5
624000,4441000,0.5
624000,4441500,0.5
624000,4442000,0.6
624000,4442500,0.6
624000,4443000,0.6
624000,4443500,0.7
624000,4444000,0.7
624000,4444500,0.7
624000,4445000,0.8
624000,4445500,0.8
624000,4446000,0.8
624000,4446500,0.8
624000,4447000,0.8
624000,4447500,0.9
624000,4448000,0.9
624000,4448500,0.9
624000,4449000,0.9
624000,4449500,0.9
624000,4450000,0.9
624000,4450500,0
624500,4413000,0
624500,4413500,0
624500,4414000,0
624500,4414500,0
624500,4415000,0
624500,4415500,0
624500,4416000,0
624500,4416500,0
624500,4417000,0
624500,4417500,0.9
624500,4418000,0.9
624500,4418500,0.9
624500,4419000,0.9
624500,4419500,0.9
624500,4420000,0.9
624500,4420500,0.9
624500,4421000,0.9
624500,4421500,0.8
624500,4422000,0.8
624500,4422500,0.8
624500,4423000,0.8
624500,4423500,0.8
624500,4424000,0.8
624500,4424500,0.7
624500,4425000,0.7
624500,4425500,0.7
624500,4426000,0.7
624500,4426500,0.6
624500,4427000,0.6
624500,4427500,0.6
624500,4428000,0.6
624500,4428500,0.5
624500,4429000,0.5
624500,4429500,0.5
624500,4430000,0.4
624500,4430500,0.4
624500,4431000,0.4
624500,4431500,0.3
624500,4432000,0.3
624500,4432500,0.3
624500,4433000,0.2
624500,4433500,0.2
624500,4434000,0.1
624500,4434500,0.1
624500,4435000,0.1
624500,4435500,0.1
624500,4436000,0.1
624500,4436500,0.1
624500,4437000,0.2
624500,4437500,0.2
624500,4438000,0.2
624500,4438500,0.3
624500,4439000,0.3
624500,4439500,0.4
624500,4440000,0.4
624500,4440500,0.4
624500,4441000,0.5
624500,4441500,0.5
624500,4442000,0.6
624500,4442500,0.6
624500,4443000,0.6
624500,4443500,0.7
624500,4444000,0.7
624500,4444500,0.7
624500,4445000,0.7
624500,4445500,0.8
624500,4446000,0.8
624500,4446500,0.8
624500,4447000,0.8
624500,4447500,0.9
624500,4448000,0.9
624500,4448500,0.9
624500,4449000,0.9
624500,4449500,0.9
624500,4450000,0.9
624500,4450500,0
625000,4413000,0
625000,4413500,0
625000,4414000,0
625000,4414500,0
625000,4415000,0
625000,4415500,0
625000,4416000,0
625000,4416500,0
625000,4417000,0
625000,4417500,0
625000,4418000,0.9
625000,4418500,0.9
625000,4419000,0.9
625000,4419500,0.9
625000,4420000,0.9
625000,4420500,0.9
625000,4421000,0.9
625000,4421500,0.9
625000,4422000,0.8
625000,4422500,0.8
625000,4423000,0.8
625000,4423500,0.8
625000,4424000,0.8
625000,4424500,0.8
625000,4425000,0.7
625000,4425500,0.7
625000,4426000,0.7
625000,4426500,0.7
625000,4427000,0.6
625000,4427500,0.6
625000,4428000,0.6
625000,4428500,0.5
625000,4429000,0.5
625000,4429500,0.5
625000,4430000,0.5
625000,4430500,0.4
625000,4431000,0.4
625000,4431500,0.3
625000,4432000,0.3
625000,4432500,0.3
625000,4433000,0.2
625000,4433500,0.2
625000,4434000,0.2
625000,4434500,0.1
625000,4435000,0.1
625000,4435500,0.1
625000,4436000,0.1
625000,4436500,0.1
625000,4437000,0.1
625000,4437500,0.2
625000,4438000,0.2
625000,4438500,0.3
625000,4439000,0.3
625000,4439500,0.4
625000,4440000,0.4
625000,4440500,0.4
625000,4441000,0.5
625000,4441500,0.5
625000,4442000,0.6
625000,4442500,0.6
625000,4443000,0.6
625000,4443500,0.7
625000,4444000,0.7
625000,4444500,0.7
625000,4445000,0.7
625000,4445500,0.8
625000,4446000,0.8
625000,4446500,0.8
625000,4447000,0.8
625000,4447500,0.9
625000,4448000,0.9
625000,4448500,0.9
625000,4449000,0.9
625000,4449500,0.9
625000,4450000,0.9
625000,4450500,0
625500,4413000,0
625500,4413500,0
625500,4414000,0
625500,4414500,0
625500,4415000,0
625500,4415500,0
625500,4416000,0
625500,4416500,0
625500,4417000,0
625500,4417500,0
625500,4418000,0
625500,4418500,0.9
625500,4419000,0.9
625500,4419500,0.9
625500,4420000,0.9
625500,4420500,0.9
625500,4421000,0.9
625500,4421500,0.9
625500,4422000,0.9
625500,4422500,0.8
625500,4423000,0.8
625500,4423500,0.8
625500,4424000,0.8
625500,4424500,0.8
625500,4425000,0.8
625500,4425500,0.7
625500,4426000,0.7
625500,4426500,0.7
625500,4427000,0.7
625500,4427500,0.6
625500,4428000,0.6
625500,4428500,0.6
625500,4429000,0.5
625500,4429500,0.5
625500,4430000,0.5
625500,4430500,0.4
625500,4431000,0.4
625500,4431500,0.4
625500,4432000,0.3
625500,4432500,0.3
625500,4433000,0.3
625500,4433500,0.2
625500,4434000,0.2
625500,4434500,0.2
625500,4435000,0.1
625500,4435500,0.1
625500,4436000,0.1
625500,4436500,0.1
625500,4437000,0.1
625500,4437500,0.2
625500,4438000,0.2
625500,4438500,0.3
625500,4439000,0.3
625500,4439500,0.4
625500,4440000,0.4
625500,4440500,0.4
625500,4441000,0.5
625500,4441500,0.5
625500,4442000,0.6
625500,4442500,0.6
625500,4443000,0.6
625500,4443500,0.7
625500,4444000,0.7
625500,4444500,0.7
625500,4445000,0.7
625500,4445500,0.8
625500,4446000,0.8
625500,4446500,0.8
625500,4447000,0.8
625500,4447500,0.9
625500,4448000,0.9
625500,4448500,0.9
625500,4449000,0.9
625500,4449500,0.9
625500,4450000,0.9
625500,4450500,0
626000,4413000,0
626000,4413500,0
626000,4414000,0
626000,4414500,0
626000,4415000,0
626000,4415500,0
626000,4416000,0
626000,4416500,0
626000,4417000,0
626000,4417500,0
626000,4418000,0
626000,4418500,0
626000,4419000,0.9
626000,4419500,0.9
626000,4420000,0.9
626000,4420500,0.9
626000,4421000,0.9
626000,4421500,0.9
626000,4422000,0.9
626000,4422500,0.9
626000,4423000,0.8
626000,4423500,0.8
626000,4424000,0.8
626000,4424500,0.8
626000,4425000,0.8
626000,4425500,0.7
626000,4426000,0.7
626000,4426500,0.7
626000,4427000,0.7
626000,4427500,0.6
626000,4428000,0.6
626000,4428500,0.6
626000,4429000,0.6
626000,4429500,0.5
626000,4430000,0.5
626000,4430500,0.5
626000,4431000,0.4
626000,4431500,0.4
626000,4432000,0.4
626000,4432500,0.3
626000,4433000,0.3
626000,4433500,0.3
626000,4434000,0.2
626000,4434500,0.2
626000,4435000,0.2
626000,4435500,0.2
626000,4436000,0.2
626000,4436500,0.2
626000,4437000,0.2
626000,4437500,0.2
626000,4438000,0.3
626000,4438500,0.3
626000,4439000,0.3
626000,4439500,0.4
626000,4440000,0.4
626000,4440500,0.5
626000,4441000,0.5
626000,4441500,0.5
626000,4442000,0.6
626000,4442500,0.6
626000,4443000,0.6
626000,4443500,0.7
626000,4444000,0.7
626000,4444500,0.7
626000,4445000,0.8
626000,4445500,0.8
626000,4446000,0.8
626000,4446500,0.8
626000,4447000,0.8
626000,4447500,0.9
626000,4448000,0.9
626000,4448500,0.9
626000,4449000,0.9
626000,4449500,0.9
626000,4450000,0.9
626000,4450500,0
626500,4413000,0
626500,4413500,0
626500,4414000,0
626500,4414500,0
626500,4415000,0
626500,4415500,0
626500,4416000,0
626500,4416500,0
626500,4417000,0
626500,4417500,0
626500,4418000,0
626500,4418500,0
626500,4419000,0
626500,4419500,0.9
626500,4420000,0.9
626500,4420500,0.9
626500,4421000,0.9
626500,4421500,0.9
626500,4422000,0.9
626500,4422500,0.9
626500,4423000,0.9
626500,4423500,0.8
626500,4424000,0.8
626500,4424500,0.8
626500,4425000,0.8
626500,4425500,0.8
626500,4426000,0.7
626500,4426500,0.7
626500,4427000,0.7
626500,4427500,0.7
626500,4428000,0.7
626500,4428500,0.6
626500,4429000,0.6
626500,4429500,0.6
626500,4430000,0.5
626500,4430500,0.5
626500,4431000,0.5
626500,4431500,0.4
626500,4432000,0.4
626500,4432500,0.4
626500,4433000,0.3
626500,4433500,0.3
626500,4434000,0.3
626500,4434500,0.3
626500,4435000,0.2
626500,4435500,0.2
626500,4436000,0.2
626500,4436500,0.2
626500,4437000,0.2
626500,4437500,0.3
626500,4438000,0.3
626500,4438500,0.3
626500,4439000,0.4
626500,4439500,0.4
626500,4440000,0.4
626500,4440500,0.5
626500,4441000,0.5
626500,4441500,0.5
626500,4442000,0.6
626500,4442500,0.6
626500,4443000,0.6
626500,4443500,0.7
626500,4444000,0.7
626500,4444500,0.7
626500,4445000,0.8
626500,4445500,0.8
626500,4446000,0.8
626500,4446500,0.8
626500,4447000,0.8
626500,4447500,0.9
626500,4448000,0.9
626500,4448500,0.9
626500,4449000,0.9
626500,4449500,0.9
626500,4450000,0.9
626500,4450500,0
627000,4413000,0
627000,4413500,0
627000,4414000,0
627000,4414500,0
627000,4415000,0
627000,4415500,0
627000,4416000,0
627000,4416500,0
627000,4417000,0
627000,4417500,0
627000,4418000,0
627000,4418500,0
627000,4419000,0
627000,4419500,0
627000,4420000,0.9
627000,4420500,0.9
627000,4421000,0.9
627000,4421500,0.9
627000,4422000,0.9
627000,4422500,0.9
627000,4423000,0.9
627000,4423500,0.9
627000,4424000,0.8
627000,4424500,0.8
627000,4425000,0.8
627000,4425500,0.8
627000,4426000,0.8
627000,4426500,0.7
627000,4427000,0.7
627000,4427500,0.7
627000,4428000,0.7
627000,4428500,0.6
627000,4429000,0.6
627000,4429500,0.6
627000,4430000,0.5
627000,4430500,0.5
627000,4431000,0.5
627000,4431500,0.5
627000,4432000,0.4
627000,4432500,0.4
627000,4433000,0.4
627000,4433500,0.4
627000,4434000,0.3
627000,4434500,0.3
627000,4435000,0.3
627000,4435500,0.3
627000,4436000,0.3
627000,4436500,0.3
627000,4437000,0.3
627000,4437500,0.3
627000,4438000,0.3
627000,4438500,0.4
627000,4439000,0.4
627000,4439500,0.4
627000,4440000,0.5
627000,4440500,0.5
627000,4441000,0.5
627000,4441500,0.6
627000,4442000,0.6
627000,4442500,0.6
627000,4443000,0.7
627000,4443500,0.7
627000,4444000,0.7
627000,4444500,0.7
627000,4445000,0.8
627000,4445500,0.8
627000,4446000,0.8
627000,4446500,0.8
627000,4447000,0.9
627000,4447500,0.9
627000,4448000,0.9
627000,4448500,0.9
627000,4449000,0.9
627000,4449500,0.9
627000,4450000,0.9
627000,4450500,0
627500,4413500,0
627500,4414000,0
627500,4414500,0
627500,4415000,0
627500,4415500,0
627500,4416000,0
627500,4416500,0
627500,4417000,0
627500,4417500,0
627500,4418000,0
627500,4418500,0
627500,4419000,0
627500,4419500,0
627500,4420000,0
627500,4420500,0.9
627500,4421000,0.9
627500,4421500,0.9
627500,4422000,0.9
627500,4422500,0.9
627500,4423000,0.9
627500,4423500,0.9
627500,4424000,0.9
627500,4424500,0.8
627500,4425000,0.8
627500,4425500,0.8
627500,4426000,0.8
627500,4426500,0.8
627500,4427000,0.7
627500,4427500,0.7
627500,4428000,0.7
627500,4428500,0.7
627500,4429000,0.6
627500,4429500,0.6
627500,4430000,0.6
627500,4430500,0.6
627500,4431000,0.5
627500,4431500,0.5
627500,4432000,0.5
627500,4432500,0.4
627500,4433000,0.4
627500,4433500,0.4
627500,4434000,0.4
627500,4434500,0.4
627500,4435000,0.3
627500,4435500,0.3
627500,4436000,0.3
627500,4436500,0.3
627500,4437000,0.3
627500,4437500,0.4
627500,4438000,0.4
627500,4438500,0.4
627500,4439000,0.4
627500,4439500,0.5
627500,4440000,0.5
627500,4440500,0.5
627500,4441000,0.5
627500,4441500,0.6
627500,4442000,0.6
627500,4442500,0.6
627500,4443000,0.7
627500,4443500,0.7
627500,4444000,0.7
627500,4444500,0.7
627500,4445000,0.8
627500,4445500,0.8
627500,4446000,0.8
627500,4446500,0.8
627500,4447000,0.9
627500,4447500,0.9
627500,4448000,0.9
627500,4448500,0.9
627500,4449000,0.9
627500,4449500,0.9
627500,4450000,0
627500,4450500,0
628000,4414000,0
628000,4414500,0
628000,4415000,0
628000,4415500,0
628000,4416000,0
628000,4416500,0
628000,4417000,0
628000,4417500,0
628000,4418000,0
628000,4418500,0
628000,4419000,0
628000,4419500,0
628000,4420000,0
628000,4420500,0
628000,4421000,0.9
628000,4421500,0.9
628000,4422000,0.9
628000,4422500,0.9
628000,4423000,0.9
628000,4423500,0.9
628000,4424000,0.9
628000,4424500,0.9
628000,4425000,0.8
628000,4425500,0.8
628000,4426000,0.8
628000,4426500,0.8
628000,4427000,0.8
628000,4427500,0.7
628000,4428000,0.7
628000,4428500,0.7
628000,4429000,0.7
628000,4429500,0.6
628000,4430000,0.6
628000,4430500,0.6
628000,4431000,0.6
628000,4431500,0.5
628000,4432000,0.5
628000,4432500,0.5
628000,4433000,0.5
628000,4433500,0.4
628000,4434000,0.4
628000,4434500,0.4
628000,4435000,0.4
628000,4435500,0.4
628000,4436000,0.4
628000,4436500,0.4
628000,4437000,0.4
628000,4437500,0.4
628000,4438000,0.4
628000,4438500,0.4
628000,4439000,0.5
628000,4439500,0.5
628000,4440000,0.5
628000,4440500,0.5
628000,4441000,0.6
628000,4441500,0.6
628000,4442000,0.6
628000,4442500,0.7
628000,4443000,0.7
628000,4443500,0.7
628000,4444000,0.7
628000,4444500,0.8
628000,4445000,0.8
628000,4445500,0.8
628000,4446000,0.8
628000,4446500,0.9
628000,4447000,0.9
628000,4447500,0.9
628000,4448000,0.9
628000,4448500,0.9
628000,4449000,0.9
628000,4449500,0.9
628000,4450000,0
628000,4450500,0
628500,4414500,0
628500,4415000,0
628500,4415500,0
628500,4416000,0
628500,4416500,0
628500,4417000,0
628500,4417500,0
628500,4418000,0
628500,4418500,0
628500,4419000,0
628500,4419500,0
628500,4420000,0
628500,4420500,0
628500,4421000,0
628500,4421500,0.9
628500,4422000,0.9
628500,4422500,0.9
628500,4423000,0.9
628500,4423500,0.9
628500,4424000,0.9
628500,4424500,0.9
628500,4425000,0.8
628500,4425500,0.8
628500,4426000,0.8
628500,4426500,0.8
628500,4427000,0.8
628500,4427500,0.8
628500,4428000,0.7
628500,4428500,0.7
628500,4429000,0.7
628500,4429500,0.7
628500,4430000,0.6
628500,4430500,0.6
628500,4431000,0.6
628500,4431500,0.6
628500,4432000,0.5
628500,4432500,0.5
628500,4433000,0.5
628500,4433500,0.5
628500,4434000,0.5
628500,4434500,0.5
628500,4435000,0.4
628500,4435500,0.4
628500,4436000,0.4
628500,4436500,0.4
628500,4437000,0.4
628500,4437500,0.5
628500,4438000,0.5
628500,4438500,0.5
628500,4439000,0.5
628500,4439500,0.5
628500,4440000,0.5
628500,4440500,0.6
628500,4441000,0.6
628500,4441500,0.6
628500,4442000,0.7
628500,4442500,0.7
628500,4443000,0.7
628500,4443500,0.7
628500,4444000,0.8
628500,4444500,0.8
628500,4445000,0.8
628500,4445500,0.8
628500,4446000,0.8
628500,4446500,0.9
628500,4447000,0.9
628500,4447500,0.9
628500,4448000,0.9
628500,4448500,0.9
628500,4449000,0.9
628500,4449500,0.9
628500,4450000,0
628500,4450500,0
629000,4414500,0
629000,4415000,0
629000,4415500,0
629000,4416000,0
629000,4416500,0
629000,4417000,0
629000,4417500,0
629000,4418000,0
629000,4418500,0
629000,4419000,0
629000,4419500,0
629000,4420000,0
629000,4420500,0
629000,4421000,0
629000,4421500,0
629000,4422000,0.9
629000,4422500,0.9
629000,4423000,0.9
629000,4423500,0.9
629000,4424000,0.9
629000,4424500,0.9
629000,4425000,0.9
629000,4425500,0.8
629000,4426000,0.8
629000,4426500,0.8
629000,4427000,0.8
629000,4427500,0.8
629000,4428000,0.8
629000,4428500,0.7
629000,4429000,0.7
629000,4429500,0.7
629000,4430000,0.7
629000,4430500,0.6
629000,4431000,0.6
629000,4431500,0.6
629000,4432000,0.6
629000,4432500,0.6
629000,4433000,0.6
629000,4433500,0.5
629000,4434000,0.5
629000,4434500,0.5
629000,4435000,0.5
629000,4435500,0.5
629000,4436000,0.5
629000,4436500,0.5
629000,4437000,0.5
629000,4437500,0.5
629000,4438000,0.5
629000,4438500,0.5
629000,4439000,0.5
629000,4439500,0.6
629000,4440000,0.6
629000,4440500,0.6
629000,4441000,0.6
629000,4441500,0.7
629000,4442000,0.7
629000,4442500,0.7
629000,4443000,0.7
629000,4443500,0.7
629000,4444000,0.8
629000,4444500,0.8
629000,4445000,0.8
629000,4445500,0.8
629000,4446000,0.9
629000,4446500,0.9
629000,4447000,0.9
629000,4447500,0.9
629000,4448000,0.9
629000,4448500,0.9
629000,4449000,0.9
629000,4449500,0
629000,4450000,0
629000,4450500,0
629500,4415000,0
629500,4415500,0
629500,4416000,0
629500,4416500,0
629500,4417000,0
629500,4417500,0
629500,4418000,0
629500,4418500,0
629500,4419000,0
629500,4419500,0
629500,4420000,0
629500,4420500,0
629500,4421000,0
629500,4421500,0
629500,4422000,0
629500,4422500,0.9
629500,4423000,0.9
629500,4423500,0.9
629500,4424000,0.9
629500,4424500,0.9
629500,4425000,0.9
629500,4425500,0.9
629500,4426000,0.8
629500,4426500,0.8
629500,4427000,0.8
629500,4427500,0.8
629500,4428000,0.8
629500,4428500,0.8
629500,4429000,0.7
629500,4429500,0.7
629500,4430000,0.7
629500,4430500,0.7
629500,4431000,0.7
629500,4431500,0.6
629500,4432000,0.6
629500,4432500,0.6
629500,4433000,0.6
629500,4433500,0.6
629500,4434000,0.6
629500,4434500,0.5
629500,4435000,0.5
629500,4435500,0.5
629500,4436000,0.5
629500,4436500,0.5
629500,4437000,0.5
629500,4437500,0.5
629500,4438000,0.6
629500,4438500,0.6
629500,4439000,0.6
629500,4439500,0.6
629500,4440000,0.6
629500,4440500,0.6
629500,4441000,0.7
629500,4441500,0.7
629500,4442000,0.7
629500,4442500,0.7
629500,4443000,0.7
629500,4443500,0.8
629500,4444000,0.8
629500,4444500,0.8
629500,4445000,0.8
629500,4445500,0.8
629500,4446000,0.9
629500,4446500,0.9
629500,4447000,0.9
629500,4447500,0.9
629500,4448000,0.9
629500,4448500,0.9
629500,4449000,0.9
629500,4449500,0
629500,4450000,0
629500,4450500,0
630000,4416000,0
630000,4416500,0
630000,4417000,0
630000,4417500,0
630000,4418000,0
630000,4418500,0
630000,4419000,0
630000,4419500,0
630000,4420000,0
630000,4420500,0
630000,4421000,0
630000,4421500,0
630000,4422000,0
630000,4422500,0.9
630000,4423000,0.9
630000,4423500,0.9
630000,4424000,0.9
630000,4424500,0.9
630000,4425000,0.9
630000,4425500,0.9
630000,4426000,0.9
630000,4426500,0.8
630000,4427000,0.8
630000,4427500,0.8
630000,4428000,0.8
630000,4428500,0.8
630000,4429000,0.8
630000,4429500,0.7
630000,4430000,0.7
630000,4430500,0.7
630000,4431000,0.7
630000,4431500,0.7
630000,4432000,0.7
630000,4432500,0.6
630000,4433000,0.6
630000,4433500,0.6
630000,4434000,0.6
630000,4434500,0.6
630000,4435000,0.6
630000,4435500,0.6
630000,4436000,0.6
630000,4436500,0.6
630000,4437000,0.6
630000,4437500,0.6
630000,4438000,0.6
630000,4438500,0.6
630000,4439000,0.6
630000,4439500,0.6
630000,4440000,0.7
630000,4440500,0.7
630000,4441000,0.7
630000,4441500,0.7
630000,4442000,0.7
630000,4442500,0.7
630000,4443000,0.8
630000,4443500,0.8
630000,4444000,0.8
630000,4444500,0.8
630000,4445000,0.8
630000,4445500,0.9
630000,4446000,0.9
630000,4446500,0.9
630000,4447000,0.9
630000,4447500,0.9
630000,4448000,0.9
630000,4448500,0.9
630000,4449000,0
630000,4449500,0
630000,4450000,0
630000,4450500,0
630500,4416000,0
630500,4416500,0
630500,4417000,0
630500,4417500,0
630500,4418000,0
630500,4418500,0
630500,4419000,0
630500,4419500,0
630500,4420000,0
630500,4420500,0
630500,4421000,0
630500,4421500,0
630500,4422000,0
630500,4422500,0
630500,4423000,0.9
630500,4423500,0.9
630500,4424000,0.9
630500,4424500,0.9
630500,4425000,0.9
630500,4425500,0.9
630500,4426000,0.9
630500,4426500,0.9
630500,4427000,0.8
630500,4427500,0.8
630500,4428000,0.8
630500,4428500,0.8
630500,4429000,0.8
630500,4429500,0.8
630500,4430000,0.8
630500,4430500,0.7
630500,4431000,0.7
630500,4431500,0.7
630500,4432000,0.7
630500,4432500,0.7
630500,4433000,0.7
630500,4433500,0.7
630500,4434000,0.6
630500,4434500,0.6
630500,4435000,0.6
630500,4435500,0.6
630500,4436000,0.6
630500,4436500,0.6
630500,4437000,0.6
630500,4437500,0.6
630500,4438000,0.6
630500,4438500,0.7
630500,4439000,0.7
630500,4439500,0.7
630500,4440000,0.7
630500,4440500,0.7
630500,4441000,0.7
630500,4441500,0.7
630500,4442000,0.8
630500,4442500,0.8
630500,4443000,0.8
630500,4443500,0.8
630500,4444000,0.8
630500,4444500,0.8
630500,4445000,0.9
630500,4445500,0.9
630500,4446000,0.9
630500,4446500,0.9
630500,4447000,0.9
630500,4447500,0.9
630500,4448000,0.9
630500,4448500,0
630500,4449000,0
630500,4449500,0
630500,4450000,0
630500,4450500,0
631000,4416500,0
631000,4417000,0
631000,4417500,0
631000,4418000,0
631000,4418500,0
631000,4419000,0
631000,4419500,0
631000,4420000,0
631000,4420500,0
631000,4421000,0
631000,4421500,0
631000,4422000,0
631000,4422500,0
631000,4423000,0
631000,4423500,0.9
631000,4424000,0.9
631000,4424500,0.9
631000,4425000,0.9
631000,4425500,0.9
631000,4426000,0.9
631000,4426500,0.9
631000,4427000,0.9
631000,4427500,0.9
631000,4428000,0.8
631000,4428500,0.8
631000,4429000,0.8
631000,4429500,0.8
631000,4430000,0.8
631000,4430500,0.8
631000,4431000,0.8
631000,4431500,0.7
631000,4432000,0.7
631000,4432500,0.7
631000,4433000,0.7
631000,4433500,0.7
631000,4434000,0.7
631000,4434500,0.7
631000,4435000,0.7
631000,4435500,0.7
631000,4436000,0.7
631000,4436500,0.7
631000,4437000,0.7
631000,4437500,0.7
631000,4438000,0.7
631000,4438500,0.7
631000,4439000,0.7
631000,4439500,0.7
631000,4440000,0.7
631000,4440500,0.7
631000,4441000,0.7
631000,4441500,0.8
631000,4442000,0.8
631000,4442500,0.8
631000,4443000,0.8
631000,4443500,0.8
631000,4444000,0.8
631000,4444500,0.9
631000,4445000,0.9
631000,4445500,0.9
631000,4446000,0.9
631000,4446500,0.9
631000,4447000,0.9
631000,4447500,0.9
631000,4448000,0.9
631000,4448500,0
631000,4449000,0
631000,4449500,0
631000,4450000,0
631000,4450500,0
631500,4417500,0
631500,4418000,0
631500,4418500,0
631500,4419000,0
631500,4419500,0
631500,4420000,0
631500,4420500,0
631500,4421000,0
631500,4421500,0
631500,4422000,0
631500,4422500,0
631500,4423000,0
631500,4423500,0
631500,4424000,0.9
631500,4424500,0.9
631500,4425000,0.9
631500,4425500,0.9
631500,4426000,0.9
631500,4426500,0.9
631500,4427000,0.9
631500,4427500,0.9
631500,4428000,0.9
631500,4428500,0.8
631500,4429000,0.8
631500,4429500,0.8
631500,4430000,0.8
631500,4430500,0.8
631500,4431000,0.8
631500,4431500,0.8
631500,4432000,0.8
631500,4432500,0.7
631500,4433000,0.7
631500,4433500,0.7
631500,4434000,0.7
631500,4434500,0.7
631500,4435000,0.7
631500,4435500,0.7
631500,4436000,0.7
631500,4436500,0.7
631500,4437000,0.7
631500,4437500,0.7
631500,4438000,0.7
631500,4438500,0.7
631500,4439000,0.7
631500,4439500,0.7
631500,4440000,0.8
631500,4440500,0.8
631500,4441000,0.8
631500,4441500,0.8
631500,4442000,0.8
631500,4442500,0.8
631500,4443000,0.8
631500,4443500,0.8
631500,4444000,0.9
631500,4444500,0.9
631500,4445000,0.9
631500,4445500,0.9
631500,4446000,0.9
631500,4446500,0.9
631500,4447000,0.9
631500,4447500,0.9
631500,4448000,0
631500,4448500,0
631500,4449000,0
631500,4449500,0
631500,4450000,0
631500,4450500,0
632000,4418000,0
632000,4418500,0
632000,4419000,0
632000,4419500,0
632000,4420000,0
632000,4420500,0
632000,4421000,0
632000,4421500,0
632000,4422000,0
632000,4422500,0
632000,4423000,0
632000,4423500,0
632000,4424000,0
632000,4424500,0.9
632000,4425000,0.9
632000,4425500,0.9
632000,4426000,0.9
632000,4426500,0.9
632000,4427000,0.9
632000,4427500,0.9
632000,4428000,0.9
632000,4428500,0.9
632000,4429000,0.9
632000,4429500,0.8
632000,4430000,0.8
632000,4430500,0.8
632000,4431000,0.8
632000,4431500,0.8
632000,4432000,0.8
632000,4432500,0.8
632000,4433000,0.8
632000,4433500,0.8
632000,4434000,0.8
632000,4434500,0.7
632000,4435000,0.7
632000,4435500,0.7
632000,4436000,0.7
632000,4436500,0.7
632000,4437000,0.7
632000,4437500,0.7
632000,4438000,0.8
632000,4438500,0.8
632000,4439000,0.8
632000,4439500,0.8
632000,4440000,0.8
632000,4440500,0.8
632000,4441000,0.8
632000,4441500,0.8
632000,4442000,0.8
632000,4442500,0.8
632000,4443000,0.9
632000,4443500,0.9
632000,4444000,0.9
632000,4444500,0.9
632000,4445000,0.9
632000,4445500,0.9
632000,4446000,0.9
632000,4446500,0.9
632000,4447000,0.9
632000,4447500,0
632000,4448000,0
632000,4448500,0
632000,4449000,0
632000,4449500,0
632000,4450000,0
632000,4450500,0
632500,4418000,0
632500,4418500,0
632500,4419000,0
632500,4419500,0
632500,4420000,0
632500,4420500,0
632500,4421000,0
632500,4421500,0
632500,4422000,0
632500,4422500,0
632500,4423000,0
632500,4423500,0
632500,4424000,0
632500,4424500,0
632500,4425000,0.9
632500,4425500,0.9
632500,4426000,0.9
632500,4426500,0.9
632500,4427000,0.9
632500,4427500,0.9
