X,Y,probability
607000,4425000,0.8
607000,4425500,0.8
607000,4426000,0.8
607000,4426500,0.8
607000,4427000,0.8
607000,4427500,0.8
607000,4428000,0.8
607000,4428500,0.8
607000,4429000,0.8
607000,4429500,0.8
607000,4430000,0.8
607000,4430500,0.8
607000,4431000,0.8
607000,4431500,0.8
607000,4432000,0.8
607000,4432500,0.8
607000,4433000,0.9
607000,4433500,0.9
607000,4434000,0.9
607000,4434500,0.9
607000,4435000,0.9
607000,4435500,0.9
607000,4436000,0.9
607000,4436500,0.9
607000,4437000,0.9
607000,4437500,0.9
607000,4438000,0
607000,4438500,0
607000,4439000,0
607000,4439500,0
607000,4440000,0
607000,4440500,0
607000,4441000,0
607000,4441500,0
607000,4442000,0
607000,4442500,0
607000,4443000,0
607000,4443500,0
607000,4444000,0
607500,4413000,0
607500,4413500,0
607500,4414000,0
607500,4414500,0
607500,4415000,0
607500,4415500,0
607500,4416000,0.9
607500,4416500,0.9
607500,4417000,0.9
607500,4417500,0.9
607500,4418000,0.9
607500,4418500,0.9
607500,4419000,0.9
607500,4419500,0.9
607500,4420000,0.9
607500,4420500,0.8
607500,4421000,0.8
607500,4421500,0.8
607500,4422000,0.8
607500,4422500,0.8
607500,4423000,0.8
607500,4423500,0.8
607500,4424000,0.8
607500,4424500,0.8
607500,4425000,0.8
607500,4425500,0.8
607500,4426000,0.7
607500,4426500,0.7
607500,4427000,0.7
607500,4427500,0.7
607500,4428000,0.7
607500,4428500,0.8
607500,4429000,0.8
607500,4429500,0.8
607500,4430000,0.8
607500,4430500,0.8
607500,4431000,0.8
607500,4431500,0.8
607500,4432000,0.8
607500,4432500,0.8
607500,4433000,0.8
607500,4433500,0.8
607500,4434000,0.9
607500,4434500,0.9
607500,4435000,0.9
607500,4435500,0.9
607500,4436000,0.9
607500,4436500,0.9
607500,4437000,0.9
607500,4437500,0.9
607500,4438000,0.9
607500,4438500,0
607500,4439000,0
607500,4439500,0
607500,4440000,0
607500,4440500,0
607500,4441000,0
607500,4441500,0
607500,4442000,0
607500,4442500,0
607500,4443000,0
607500,4443500,0
607500,4444000,0
607500,4444500,0
608000,4413000,0
608000,4413500,0
608000,4414000,0
608000,4414500,0
608000,4415000,0
608000,4415500,0.9
608000,4416000,0.9
608000,4416500,0.9
608000,4417000,0.9
608000,4417500,0.9
608000,4418000,0.9
608000,4418500,0.9
608000,4419000,0.9
608000,4419500,0.8
608000,4420000,0.8
608000,4420500,0.8
608000,4421000,0.8
608000,4421500,0.8
608000,4422000,0.8
608000,4422500,0.8
608000,4423000,0.8
608000,4423500,0.7
608000,4424000,0.7
608000,4424500,0.7
608000,4425000,0.7
608000,4425500,0.7
608000,4426000,0.7
608000,4426500,0.7
608000,4427000,0.7
608000,4427500,0.7
608000,4428000,0.7
608000,4428500,0.7
608000,4429000,0.7
608000,4429500,0.7
608000,4430000,0.7
608000,4430500,0.8
608000,4431000,0.8
608000,4431500,0.8
608000,4432000,0.8
608000,4432500,0.8
608000,4433000,0.8
608000,4433500,0.8
608000,4434000,0.8
608000,4434500,0.9
608000,4435000,0.9
608000,4435500,0.9
608000,4436000,0.9
608000,4436500,0.9
608000,4437000,0.9
608000,4437500,0.9
608000,4438000,0.9
608000,4438500,0.9
608000,4439000,0
608000,4439500,0
608000,4440000,0
608000,4440500,0
608000,4441000,0
608000,4441500,0
608000,4442000,0
608000,4442500,0
608000,4443000,0
608000,4443500,0
608000,4444000,0
608000,4444500,0
608000,4445000,0
608500,4413000,0
608500,4413500,0
608500,4414000,0
608500,4414500,0
608500,4415000,0.9
608500,4415500,0.9
608500,4416000,0.9
608500,4416500,0.9
608500,4417000,0.9
608500,4417500,0.9
608500,4418000,0.9
608500,4418500,0.9
608500,4419000,0.8
608500,4419500,0.8
608500,4420000,0.8
608500,4420500,0.8
608500,4421000,0.8
608500,4421500,0.8
608500,4422000,0.8
608500,4422500,0.7
608500,4423000,0.7
608500,4423500,0.7
608500,4424000,0.7
608500,4424500,0.7
608500,4425000,0.7
608500,4425500,0.7
608500,4426000,0.7
608500,4426500,0.7
608500,4427000,0.7
608500,4427500,0.7
608500,4428000,0.7
608500,4428500,0.7
608500,4429000,0.7
608500,4429500,0.7
608500,4430000,0.7
608500,4430500,0.7
608500,4431000,0.7
608500,4431500,0.7
608500,4432000,0.8
608500,4432500,0.8
608500,4433000,0.8
608500,4433500,0.8
608500,4434000,0.8
608500,4434500,0.8
608500,4435000,0.9
608500,4435500,0.9
608500,4436000,0.9
608500,4436500,0.9
608500,4437000,0.9
608500,4437500,0.9
608500,4438000,0.9
608500,4438500,0.9
608500,4439000,0.9
608500,4439500,0
608500,4440000,0
608500,4440500,0
608500,4441000,0
608500,4441500,0
608500,4442000,0
608500,4442500,0
608500,4443000,0
608500,4443500,0
608500,4444000,0
608500,4444500,0
608500,4445000,0
608500,4445500,0
608500,4446000,0
609000,4413000,0
609000,4413500,0
609000,4414000,0
609000,4414500,0.9
609000,4415000,0.9
609000,4415500,0.9
609000,4416000,0.9
609000,4416500,0.9
609000,4417000,0.9
609000,4417500,0.9
609000,4418000,0.9
609000,4418500,0.8
609000,4419000,0.8
609000,4419500,0.8
609000,4420000,0.8
609000,4420500,0.8
609000,4421000,0.8
609000,4421500,0.7
609000,4422000,0.7
609000,4422500,0.7
609000,4423000,0.7
609000,4423500,0.7
609000,4424000,0.7
609000,4424500,0.7
609000,4425000,0.7
609000,4425500,0.6
609000,4426000,0.6
609000,4426500,0.6
609000,4427000,0.6
609000,4427500,0.6
609000,4428000,0.6
609000,4428500,0.6
609000,4429000,0.7
609000,4429500,0.7
609000,4430000,0.7
609000,4430500,0.7
609000,4431000,0.7
609000,4431500,0.7
609000,4432000,0.7
609000,4432500,0.8
609000,4433000,0.8
609000,4433500,0.8
609000,4434000,0.8
609000,4434500,0.8
609000,4435000,0.8
609000,4435500,0.9
609000,4436000,0.9
609000,4436500,0.9
609000,4437000,0.9
609000,4437500,0.9
609000,4438000,0.9
609000,4438500,0.9
609000,4439000,0.9
609000,4439500,0.9
609000,4440000,0
609000,4440500,0
609000,4441000,0
609000,4441500,0
609000,4442000,0
609000,4442500,0
609000,4443000,0
609000,4443500,0
609000,4444000,0
609000,4444500,0
609000,4445000,0
609000,4445500,0
609000,4446000,0
609500,4413000,0
609500,4413500,0
609500,4414000,0
609500,4414500,0.9
609500,4415000,0.9
609500,4415500,0.9
609500,4416000,0.9
609500,4416500,0.9
609500,4417000,0.9
609500,4417500,0.9
609500,4418000,0.8
609500,4418500,0.8
609500,4419000,0.8
609500,4419500,0.8
609500,4420000,0.8
609500,4420500,0.8
609500,4421000,0.7
609500,4421500,0.7
609500,4422000,0.7
609500,4422500,0.7
609500,4423000,0.7
609500,4423500,0.7
609500,4424000,0.6
609500,4424500,0.6
609500,4425000,0.6
609500,4425500,0.6
609500,4426000,0.6
609500,4426500,0.6
609500,4427000,0.6
609500,4427500,0.6
609500,4428000,0.6
609500,4428500,0.6
609500,4429000,0.6
609500,4429500,0.6
609500,4430000,0.6
609500,4430500,0.7
609500,4431000,0.7
609500,4431500,0.7
609500,4432000,0.7
609500,4432500,0.7
609500,4433000,0.7
609500,4433500,0.8
609500,4434000,0.8
609500,4434500,0.8
609500,4435000,0.8
609500,4435500,0.8
609500,4436000,0.8
609500,4436500,0.9
609500,4437000,0.9
609500,4437500,0.9
609500,4438000,0.9
609500,4438500,0.9
609500,4439000,0.9
609500,4439500,0.9
609500,4440000,0
609500,4440500,0
609500,4441000,0
609500,4441500,0
609500,4442000,0
609500,4442500,0
609500,4443000,0
609500,4443500,0
609500,4444000,0
609500,4444500,0
609500,4445000,0
609500,4445500,0
609500,4446000,0
610000,4413000,0
610000,4413500,0
610000,4414000,0.9
610000,4414500,0.9
610000,4415000,0.9
610000,4415500,0.9
610000,4416000,0.9
610000,4416500,0.9
610000,4417000,0.9
610000,4417500,0.8
610000,4418000,0.8
610000,4418500,0.8
610000,4419000,0.8
610000,4419500,0.8
610000,4420000,0.8
610000,4420500,0.7
610000,4421000,0.7
610000,4421500,0.7
610000,4422000,0.7
610000,4422500,0.7
610000,4423000,0.6
610000,4423500,0.6
610000,4424000,0.6
610000,4424500,0.6
610000,4425000,0.6
610000,4425500,0.6
610000,4426000,0.6
610000,4426500,0.6
610000,4427000,0.6
610000,4427500,0.6
610000,4428000,0.6
610000,4428500,0.6
610000,4429000,0.6
610000,4429500,0.6
610000,4430000,0.6
610000,4430500,0.6
610000,4431000,0.6
610000,4431500,0.7
610000,4432000,0.7
610000,4432500,0.7
610000,4433000,0.7
610000,4433500,0.7
610000,4434000,0.8
610000,4434500,0.8
610000,4435000,0.8
610000,4435500,0.8
610000,4436000,0.8
610000,4436500,0.9
610000,4437000,0.9
610000,4437500,0.9
610000,4438000,0.9
610000,4438500,0.9
610000,4439000,0.9
610000,4439500,0.9
610000,4440000,0.9
610000,4440500,0
610000,4441000,0
610000,4441500,0
610000,4442000,0
610000,4442500,0
610000,4443000,0
610000,4443500,0
610000,4444000,0
610000,4444500,0
610000,4445000,0
610000,4445500,0
610000,4446000,0
610000,4446500,0
610500,4413000,0
610500,4413500,0
610500,4414000,0.9
610500,4414500,0.9
610500,4415000,0.9
610500,4415500,0.9
610500,4416000,0.9
610500,4416500,0.9
610500,4417000,0.9
610500,4417500,0.8
610500,4418000,0.8
610500,4418500,0.8
610500,4419000,0.8
610500,4419500,0.8
610500,4420000,0.7
610500,4420500,0.7
610500,4421000,0.7
610500,4421500,0.7
610500,4422000,0.6
610500,4422500,0.6
610500,4423000,0.6
610500,4423500,0.6
610500,4424000,0.6
610500,4424500,0.5
610500,4425000,0.5
610500,4425500,0.5
610500,4426000,0.5
610500,4426500,0.5
610500,4427000,0.5
610500,4427500,0.5
610500,4428000,0.5
610500,4428500,0.5
610500,4429000,0.5
610500,4429500,0.6
610500,4430000,0.6
610500,4430500,0.6
610500,4431000,0.6
610500,4431500,0.6
610500,4432000,0.7
610500,4432500,0.7
610500,4433000,0.7
610500,4433500,0.7
610500,4434000,0.7
610500,4434500,0.8
610500,4435000,0.8
610500,4435500,0.8
610500,4436000,0.8
610500,4436500,0.8
610500,4437000,0.9
610500,4437500,0.9
610500,4438000,0.9
610500,4438500,0.9
610500,4439000,0.9
610500,4439500,0.9
610500,4440000,0.9
610500,4440500,0.9
610500,4441000,0
610500,4441500,0
610500,4442000,0
610500,4442500,0
610500,4443000,0
610500,4443500,0
610500,4444000,0
610500,4444500,0
610500,4445000,0
610500,4445500,0
610500,4446000,0
610500,4446500,0
610500,4447000,0
611000,4413000,0
611000,4413500,0.9
611000,4414000,0.9
611000,4414500,0.9
611000,4415000,0.9
611000,4415500,0.9
611000,4416000,0.9
611000,4416500,0.9
611000,4417000,0.8
611000,4417500,0.8
611000,4418000,0.8
611000,4418500,0.8
611000,4419000,0.8
611000,4419500,0.7
611000,4420000,0.7
611000,4420500,0.7
611000,4421000,0.7
611000,4421500,0.6
611000,4422000,0.6
611000,4422500,0.6
611000,4423000,0.6
611000,4423500,0.5
611000,4424000,0.5
611000,4424500,0.5
611000,4425000,0.5
611000,4425500,0.5
611000,4426000,0.5
611000,4426500,0.5
611000,4427000,0.5
611000,4427500,0.5
611000,4428000,0.5
611000,4428500,0.5
611000,4429000,0.5
611000,4429500,0.5
611000,4430000,0.5
611000,4430500,0.6
611000,4431000,0.6
611000,4431500,0.6
611000,4432000,0.6
611000,4432500,0.7
611000,4433000,0.7
611000,4433500,0.7
611000,4434000,0.7
611000,4434500,0.7
611000,4435000,0.8
611000,4435500,0.8
611000,4436000,0.8
611000,4436500,0.8
611000,4437000,0.8
611000,4437500,0.9
611000,4438000,0.9
611000,4438500,0.9
611000,4439000,0.9
611000,4439500,0.9
611000,4440000,0.9
611000,4440500,0.9
611000,4441000,0
611000,4441500,0
611000,4442000,0
611000,4442500,0
611000,4443000,0
611000,4443500,0
611000,4444000,0
611000,4444500,0
611000,4445000,0
611000,4445500,0
611000,4446000,0
611000,4446500,0
611000,4447000,0
611500,4413000,0
611500,4413500,0.9
611500,4414000,0.9
611500,4414500,0.9
611500,4415000,0.9
611500,4415500,0.9
611500,4416000,0.9
611500,4416500,0.8
611500,4417000,0.8
611500,4417500,0.8
611500,4418000,0.8
611500,4418500,0.8
611500,4419000,0.7
611500,4419500,0.7
611500,4420000,0.7
611500,4420500,0.7
611500,4421000,0.6
611500,4421500,0.6
611500,4422000,0.6
611500,4422500,0.6
611500,4423000,0.5
611500,4423500,0.5
611500,4424000,0.5
611500,4424500,0.5
611500,4425000,0.4
611500,4425500,0.4
611500,4426000,0.4
611500,4426500,0.4
611500,4427000,0.4
611500,4427500,0.4
611500,4428000,0.4
611500,4428500,0.4
611500,4429000,0.5
611500,4429500,0.5
611500,4430000,0.5
611500,4430500,0.5
611500,4431000,0.5
611500,4431500,0.6
611500,4432000,0.6
611500,4432500,0.6
611500,4433000,0.7
611500,4433500,0.7
611500,4434000,0.7
611500,4434500,0.7
611500,4435000,0.7
611500,4435500,0.8
611500,4436000,0.8
611500,4436500,0.8
611500,4437000,0.8
611500,4437500,0.8
611500,4438000,0.9
611500,4438500,0.9
611500,4439000,0.9
611500,4439500,0.9
611500,4440000,0.9
611500,4440500,0.9
611500,4441000,0.9
611500,4441500,0
611500,4442000,0
611500,4442500,0
611500,4443000,0
611500,4443500,0
611500,4444000,0
611500,4444500,0
611500,4445000,0
611500,4445500,0
611500,4446000,0
611500,4446500,0
611500,4447000,0
611500,4447500,0
612000,4413000,0.9
612000,4413500,0.9
612000,4414000,0.9
612000,4414500,0.9
612000,4415000,0.9
612000,4415500,0.9
612000,4416000,0.9
612000,4416500,0.8
612000,4417000,0.8
612000,4417500,0.8
612000,4418000,0.8
612000,4418500,0.8
612000,4419000,0.7
612000,4419500,0.7
612000,4420000,0.7
612000,4420500,0.6
612000,4421000,0.6
612000,4421500,0.6
612000,4422000,0.6
612000,4422500,0.5
612000,4423000,0.5
612000,4423500,0.5
612000,4424000,0.4
612000,4424500,0.4
612000,4425000,0.4
612000,4425500,0.4
612000,4426000,0.4
612000,4426500,0.4
612000,4427000,0.4
612000,4427500,0.4
612000,4428000,0.4
612000,4428500,0.4
612000,4429000,0.4
612000,4429500,0.4
612000,4430000,0.5
612000,4430500,0.5
612000,4431000,0.5
612000,4431500,0.5
612000,4432000,0.6
612000,4432500,0.6
612000,4433000,0.6
612000,4433500,0.6
612000,4434000,0.7
612000,4434500,0.7
612000,4435000,0.7
612000,4435500,0.7
612000,4436000,0.8
612000,4436500,0.8
612000,4437000,0.8
612000,4437500,0.8
612000,4438000,0.9
612000,4438500,0.9
612000,4439000,0.9
612000,4439500,0.9
612000,4440000,0.9
612000,4440500,0.9
612000,4441000,0.9
612000,4441500,0.9
612000,4442000,0
612000,4442500,0
612000,4443000,0
612000,4443500,0
612000,4444000,0
612000,4444500,0
612000,4445000,0
612000,4445500,0
612000,4446000,0
612000,4446500,0
612000,4447000,0
612000,4447500,0
612000,4448000,0
612500,4413000,0.9
612500,4413500,0.9
612500,4414000,0.9
612500,4414500,0.9
612500,4415000,0.9
612500,4415500,0.9
612500,4416000,0.9
612500,4416500,0.8
612500,4417000,0.8
612500,4417500,0.8
612500,4418000,0.8
612500,4418500,0.7
612500,4419000,0.7
612500,4419500,0.7
612500,4420000,0.7
612500,4420500,0.6
612500,4421000,0.6
612500,4421500,0.6
612500,4422000,0.5
612500,4422500,0.5
612500,4423000,0.5
612500,4423500,0.4
612500,4424000,0.4
612500,4424500,0.4
612500,4425000,0.4
612500,4425500,0.3
612500,4426000,0.3
612500,4426500,0.3
612500,4427000,0.3
612500,4427500,0.3
612500,4428000,0.3
612500,4428500,0.4
612500,4429000,0.4
612500,4429500,0.4
612500,4430000,0.4
612500,4430500,0.5
612500,4431000,0.5
612500,4431500,0.5
612500,4432000,0.5
612500,4432500,0.6
612500,4433000,0.6
612500,4433500,0.6
612500,4434000,0.7
612500,4434500,0.7
612500,4435000,0.7
612500,4435500,0.7
612500,4436000,0.8
612500,4436500,0.8
612500,4437000,0.8
612500,4437500,0.8
612500,4438000,0.8
612500,4438500,0.9
612500,4439000,0.9
612500,4439500,0.9
612500,4440000,0.9
612500,4440500,0.9
612500,4441000,0.9
612500,4441500,0.9
612500,4442000,0.9
612500,4442500,0.9
612500,4443000,0
612500,4443500,0
612500,4444000,0
612500,4444500,0
612500,4445000,0
612500,4445500,0
612500,4446000,0
612500,4446500,0
612500,4447000,0
612500,4447500,0
612500,4448000,0
612500,4448500,0
613000,4413000,0.9
613000,4413500,0.9
613000,4414000,0.9
613000,4414500,0.9
613000,4415000,0.9
613000,4415500,0.9
613000,4416000,0.8
613000,4416500,0.8
613000,4417000,0.8
613000,4417500,0.8
613000,4418000,0.8
613000,4418500,0.7
613000,4419000,0.7
613000,4419500,0.7
613000,4420000,0.6
613000,4420500,0.6
613000,4421000,0.6
613000,4421500,0.5
613000,4422000,0.5
613000,4422500,0.5
613000,4423000,0.4
613000,4423500,0.4
613000,4424000,0.4
613000,4424500,0.3
613000,4425000,0.3
613000,4425500,0.3
613000,4426000,0.3
613000,4426500,0.3
613000,4427000,0.3
613000,4427500,0.3
613000,4428000,0.3
613000,4428500,0.3
613000,4429000,0.3
613000,4429500,0.4
613000,4430000,0.4
613000,4430500,0.4
613000,4431000,0.5
613000,4431500,0.5
613000,4432000,0.5
613000,4432500,0.5
613000,4433000,0.6
613000,4433500,0.6
613000,4434000,0.6
613000,4434500,0.7
613000,4435000,0.7
613000,4435500,0.7
613000,4436000,0.7
613000,4436500,0.8
613000,4437000,0.8
613000,4437500,0.8
613000,4438000,0.8
613000,4438500,0.8
613000,4439000,0.9
613000,4439500,0.9
613000,4440000,0.9
613000,4440500,0.9
613000,4441000,0.9
613000,4441500,0.9
613000,4442000,0.9
613000,4442500,0.9
613000,4443000,0
613000,4443500,0
613000,4444000,0
613000,4444500,0
613000,4445000,0
613000,4445500,0
613000,4446000,0
613000,4446500,0
613000,4447000,0
613000,4447500,0
613000,4448000,0
613000,4448500,0
613500,4413000,0.9
613500,4413500,0.9
613500,4414000,0.9
613500,4414500,0.9
613500,4415000,0.9
613500,4415500,0.9
613500,4416000,0.8
613500,4416500,0.8
613500,4417000,0.8
613500,4417500,0.8
613500,4418000,0.7
613500,4418500,0.7
613500,4419000,0.7
613500,4419500,0.7
613500,4420000,0.6
613500,4420500,0.6
613500,4421000,0.6
613500,4421500,0.5
613500,4422000,0.5
613500,4422500,0.5
613500,4423000,0.4
613500,4423500,0.4
613500,4424000,0.3
613500,4424500,0.3
613500,4425000,0.3
613500,4425500,0.3
613500,4426000,0.2
613500,4426500,0.2
613500,4427000,0.2
613500,4427500,0.2
613500,4428000,0.2
613500,4428500,0.3
613500,4429000,0.3
613500,4429500,0.3
613500,4430000,0.4
613500,4430500,0.4
613500,4431000,0.4
